OrderID,OrderDate,ShipDate,DeliveryDate,Category,SubCategory,Quantity,UnitPrice,Sales,Discount,Profit,Region,PaymentMode,ReviewText,Gender,Age
710,2023-07-25,2023-07-28,2023-07-29,Electronics,Tablet,1.0,1175,1175,10,173.59,North,COD,Poor,Male,43.0
711,2023-12-08,2023-12-09,2023-12-11,Electronics,Laptop,6.0,1632,9792,0,1082.06,West,Card,Excellent,Male,30.0
712,2023-06-10,2023-06-12,2023-06-14,Furniture,Chair,7.0,765,5355,10,638.41,West,UPI,Poor,Female,33.0
713,2023-12-10,2023-12-13,2023-12-14,Furniture,Bed,8.0,1463,11704,0,1235.63,East,UPI,Bad,Other,39.0
714,2023-10-16,2023-10-17,2023-10-19,Grocery,Beverages,2.0,2705,5410,0,652.47,North,COD,Good,Female,41.0
715,2023-02-17,2023-02-20,2023-02-22,Clothing,Kurta,3.0,3490,10470,0,1699.8,West,UPI,Average,Male,57.0
716,2023-05-01,2023-05-03,2023-05-05,Electronics,Laptop,9.0,1975,17775,15,2584.59,South,COD,Excellent,Female,53.0
717,2023-08-25,2023-08-26,2023-08-28,,Vegetables,7.0,122,854,10,126.52,North,Card,Bad,Female,58.0
718,2023-09-10,2023-09-12,2023-09-14,Grocery,Snacks,8.0,2198,17584,15,1001.18,East,Card,Good,Female,53.0
719,2023-05-19,2023-05-23,2023-05-25,Furniture,Bed,6.0,3341,20046,5,2950.42,East,UPI,Poor,Female,58.0
720,2023-09-10,2023-09-11,2023-09-13,Furniture,Bed,8.0,812,6496,15,781.05,West,Card,,Other,48.0
721,2023-04-26,2023-04-30,2023-05-02,Furniture,Sofa,8.0,2978,23824,10,2392.66,South,COD,Good,Female,24.0
722,2023-12-26,2023-12-30,2024-01-01,Clothing,Jeans,2.0,1495,2990,0,229.48,East,Card,Bad,Male,28.0
723,,2023-05-29,2023-05-30,Electronics,Mobile,8.0,4964,39712,10,3645.84,North,COD,Excellent,Female,37.0
724,2023-07-22,2023-07-26,2023-07-28,Furniture,Chair,1.0,3963,3963,5,681.43,East,COD,Poor,Male,41.0
725,2023-03-16,2023-03-19,2023-03-20,Furniture,Table,2.0,521,1042,5,179.53,East,UPI,Poor,Male,56.0
726,2023-07-23,2023-07-26,2023-07-28,Furniture,Bed,3.0,1261,3783,10,580.35,South,Card,Bad,Other,18.0
727,2023-11-04,2023-11-07,2023-11-08,Grocery,Snacks,2.0,769,1538,15,211.53,South,Card,Good,Male,26.0
728,2023-04-15,2023-04-19,2023-04-21,,Snacks,3.0,2015,6045,15,518.38,South,Card,Average,Other,26.0
729,2023-02-06,2023-02-09,2023-02-10,Furniture,Sofa,7.0,2611,18277,0,2534.93,South,UPI,Poor,Male,43.0
730,2023-10-13,2023-10-16,2023-10-18,Furniture,Table,8.0,1056,8448,0,1640.87,West,Card,Average,Male,27.0
731,2023-09-10,2023-09-13,2023-09-15,Grocery,Vegetables,4.0,4232,16928,15,2249.26,South,UPI,Bad,Other,26.0
732,,2023-07-10,2023-07-11,,Fruits,9.0,932,8388,5,1210.24,East,UPI,Poor,Male,
733,2023-04-15,2023-04-17,2023-04-18,Grocery,Snacks,,4763,33341,10,5834.35,South,COD,Good,Male,50.0
734,2023-01-14,2023-01-18,2023-01-20,Clothing,Jacket,6.0,4364,26184,5,4623.32,North,COD,Bad,Male,45.0
735,2023-08-18,2023-08-20,2023-08-21,Grocery,Beverages,6.0,4911,29466,15,4283.3,North,COD,Bad,Female,59.0
736,2023-07-07,2023-07-08,2023-07-10,Clothing,Jeans,1.0,3978,3978,0,499.12,South,COD,Good,Female,63.0
737,2023-12-06,2023-12-07,2023-12-08,Grocery,Snacks,2.0,4938,9876,0,987.04,North,UPI,Good,Other,40.0
738,2023-10-11,2023-10-13,2023-10-15,Grocery,Snacks,1.0,4037,4037,0,552.95,East,UPI,Average,Other,34.0
739,,2023-07-18,2023-07-20,Clothing,Shirt,8.0,1016,8128,0,792.24,East,UPI,Average,Male,19.0
740,2023-08-03,2023-08-07,2023-08-09,Electronics,Laptop,4.0,989,3956,0,552.42,South,COD,Bad,Female,39.0
741,2023-07-23,2023-07-24,2023-07-25,Furniture,Table,2.0,449,898,5,108.89,West,Card,Poor,Other,61.0
742,2023-05-19,2023-05-20,2023-05-21,Grocery,Beverages,5.0,3285,16425,10,1552.1,West,UPI,Bad,Male,27.0
743,2023-09-04,2023-09-08,2023-09-09,,Table,9.0,977,8793,10,1389.79,North,Card,Excellent,Female,64.0
744,2023-11-22,2023-11-25,2023-11-26,Grocery,Fruits,1.0,2422,2422,0,339.97,East,Card,Good,Other,24.0
745,2023-06-18,2023-06-22,2023-06-23,Furniture,Bed,6.0,3516,21096,10,3269.17,East,UPI,Good,Female,19.0
746,2023-07-01,2023-07-03,2023-07-05,Grocery,Snacks,3.0,780,2340,0,374.23,East,UPI,Bad,Female,49.0
747,,2023-05-15,2023-05-17,Furniture,Bed,5.0,2252,11260,0,910.74,South,COD,Average,Female,55.0
748,2023-09-10,2023-09-11,2023-09-12,Grocery,Snacks,1.0,2611,2611,10,297.26,North,Card,Excellent,Other,31.0
749,2023-07-05,2023-07-09,2023-07-11,Furniture,Chair,6.0,3202,19212,5,1228.51,South,UPI,Poor,Other,25.0
750,2023-08-16,2023-08-17,2023-08-19,Grocery,Vegetables,3.0,1359,4077,10,379.55,East,UPI,Poor,Male,49.0
751,2023-05-16,2023-05-20,2023-05-21,Clothing,Jacket,3.0,1176,3528,10,339.56,West,Card,Excellent,Other,38.0
752,2023-03-17,2023-03-18,2023-03-19,Grocery,Vegetables,4.0,4400,17600,0,1944.02,West,Card,Bad,Male,56.0
753,2023-09-02,2023-09-04,2023-09-06,Grocery,Beverages,3.0,3248,9744,0,950.91,South,Card,Poor,Female,26.0
754,2023-06-07,2023-06-09,2023-06-10,Electronics,Mobile,,2499,9996,0,1644.28,South,COD,Bad,Male,49.0
755,2023-11-30,2023-12-04,2023-12-05,Clothing,Jacket,4.0,1760,7040,15,1095.86,North,UPI,Average,Male,50.0
756,2023-04-04,2023-04-05,2023-04-06,Furniture,Sofa,2.0,2751,5502,5,803.35,South,COD,Excellent,Female,63.0
757,2023-06-06,2023-06-09,2023-06-11,Grocery,Beverages,8.0,2396,19168,5,1709.47,North,Card,Good,Other,19.0
758,2023-12-11,2023-12-15,2023-12-17,Furniture,Bed,1.0,3514,3514,0,402.06,South,UPI,Excellent,Male,32.0
759,2023-12-27,2023-12-29,2023-12-30,Electronics,Mobile,3.0,4505,13515,5,2368.1,South,UPI,Good,Other,44.0
760,2023-12-15,2023-12-18,2023-12-19,Clothing,Shirt,5.0,3754,18770,10,1733.16,East,UPI,Excellent,Female,37.0
761,,2023-01-26,2023-01-27,Electronics,Camera,9.0,4236,38124,10,4837.91,North,UPI,Poor,Other,34.0
762,2023-05-21,2023-05-25,2023-05-26,Furniture,Bed,1.0,3573,3573,10,575.01,North,COD,Average,Female,21.0
763,2023-05-28,2023-05-30,2023-05-31,Electronics,Tablet,4.0,3811,15244,0,1412.25,North,COD,Excellent,Female,35.0
764,2023-10-08,2023-10-11,2023-10-13,Furniture,Bed,5.0,4023,20115,0,3371.19,North,Card,,Female,42.0
765,2023-11-24,2023-11-25,2023-11-26,Clothing,Jacket,1.0,1380,1380,0,169.83,North,COD,Average,Other,26.0
766,2023-09-14,2023-09-16,2023-09-18,Furniture,Table,2.0,388,776,5,64.17,North,COD,Bad,Other,61.0
767,2023-10-10,2023-10-12,2023-10-13,Grocery,Beverages,8.0,3570,28560,10,2781.55,East,UPI,Excellent,Other,21.0
768,2023-03-04,2023-03-08,2023-03-09,Furniture,Sofa,5.0,4557,22785,0,1763.42,North,Card,,Other,40.0
769,2023-06-01,2023-06-02,2023-06-04,Grocery,Vegetables,4.0,4914,19656,0,2410.37,East,COD,Bad,Male,44.0
770,2023-11-15,2023-11-16,2023-11-18,Grocery,Snacks,4.0,3188,12752,10,1187.95,North,Card,Good,Female,57.0
771,2023-01-31,2023-02-03,2023-02-05,Grocery,Snacks,7.0,1965,13755,5,1166.26,North,Card,Bad,Male,56.0
772,2023-08-01,2023-08-05,2023-08-06,Grocery,Beverages,5.0,3238,16190,5,2357.22,West,COD,Good,Other,59.0
773,2023-10-27,2023-10-29,2023-10-31,Electronics,Tablet,7.0,546,3822,0,261.32,East,Card,Bad,Female,50.0
774,2023-11-23,2023-11-25,2023-11-27,Grocery,Beverages,,4764,4764,5,343.29,West,Card,Bad,Other,62.0
775,2023-10-18,2023-10-19,2023-10-20,Electronics,Camera,7.0,1004,7028,0,1167.62,West,COD,Excellent,Female,
776,2023-12-19,2023-12-23,2023-12-25,Electronics,Camera,8.0,873,6984,5,772.66,East,UPI,Excellent,Other,38.0
777,2023-09-01,2023-09-02,2023-09-03,Furniture,Table,3.0,206,618,5,70.02,West,Card,Bad,Female,45.0
778,2023-07-06,2023-07-08,2023-07-10,Electronics,Camera,3.0,2115,6345,10,820.19,West,Card,Poor,Male,60.0
779,2023-10-07,2023-10-09,2023-10-10,Grocery,Fruits,3.0,248,744,10,69.28,West,Card,Bad,Female,46.0
780,,2023-04-23,2023-04-24,Electronics,Tablet,,2477,9908,0,1866.01,North,UPI,Bad,Other,44.0
781,2023-07-15,2023-07-16,2023-07-17,Electronics,Mobile,6.0,4452,26712,0,4580.19,East,COD,Bad,Other,64.0
782,2023-09-18,2023-09-21,2023-09-22,Furniture,Sofa,6.0,1812,10872,0,1021.99,East,COD,Excellent,Female,56.0
783,2023-12-22,2023-12-25,2023-12-26,Grocery,Beverages,9.0,395,3555,5,243.56,North,UPI,Good,Other,44.0
784,2023-07-27,2023-07-28,2023-07-29,Clothing,Shirt,6.0,1169,7014,15,676.7,East,Card,Good,Other,48.0
785,2023-08-05,2023-08-08,2023-08-10,Grocery,Vegetables,9.0,3033,27297,10,1834.85,West,Card,Excellent,Female,41.0
786,2023-07-26,2023-07-28,2023-07-29,Clothing,Shirt,6.0,2881,17286,10,1898.25,West,UPI,Good,Male,60.0
787,2023-12-03,2023-12-07,2023-12-09,Furniture,Table,,4590,27540,5,2858.09,East,Card,Poor,Male,26.0
788,2023-08-02,2023-08-06,2023-08-07,Clothing,Kurta,6.0,4580,27480,5,2906.09,South,UPI,Average,Female,31.0
789,2023-03-05,2023-03-08,2023-03-10,Grocery,Fruits,5.0,4637,23185,15,1349.8,West,Card,Bad,Male,47.0
790,2023-01-25,2023-01-27,2023-01-28,Electronics,Tablet,1.0,676,676,10,90.56,East,UPI,Poor,Other,58.0
791,2023-03-06,2023-03-10,2023-03-11,Furniture,Chair,1.0,3499,3499,0,672.73,West,Card,Good,Male,42.0
792,2023-01-02,2023-01-03,2023-01-05,Electronics,Tablet,3.0,2196,6588,10,730.0,North,Card,Excellent,Male,34.0
793,2023-02-19,2023-02-23,2023-02-24,Electronics,Tablet,4.0,4629,18516,10,2617.73,South,UPI,Bad,Other,50.0
794,2023-07-11,2023-07-13,2023-07-15,Grocery,Fruits,7.0,3319,23233,5,3316.79,South,Card,Good,Male,39.0
795,2023-01-27,2023-01-29,2023-01-31,Grocery,Snacks,9.0,3744,33696,10,1825.7,North,Card,Average,Female,48.0
796,2023-02-15,2023-02-16,2023-02-18,Grocery,Vegetables,9.0,4432,39888,10,4586.98,West,COD,Excellent,Other,42.0
797,2023-01-17,2023-01-18,2023-01-19,Clothing,Kurta,4.0,3463,13852,5,2027.59,South,COD,Good,Female,
798,2023-05-12,2023-05-16,2023-05-18,Electronics,Camera,3.0,1672,5016,5,268.42,North,Card,Good,Other,34.0
799,2023-06-05,2023-06-06,2023-06-08,Electronics,Mobile,6.0,2522,15132,5,1223.78,West,COD,Poor,Female,34.0
800,2023-01-02,2023-01-04,2023-01-06,Grocery,Beverages,142.0,558,2790,0,183.74,West,COD,Bad,Male,34.0
801,2023-01-07,2023-01-08,2023-01-09,Clothing,Jacket,3.0,3841,11523,15,858.47,North,Card,Bad,Male,
802,2023-09-11,2023-09-15,2023-09-16,Furniture,Table,2.0,3972,7944,5,1482.05,West,COD,Poor,Female,63.0
803,2023-05-03,2023-05-05,2023-05-07,Clothing,Jeans,5.0,2766,13830,15,874.31,East,UPI,Good,Female,34.0
804,2023-08-23,2023-08-27,2023-08-28,Clothing,Jacket,7.0,665,4655,5,555.72,West,COD,Bad,Other,34.0
805,2023-01-21,2023-01-24,2023-01-25,Clothing,Jeans,4.0,4506,18024,0,1588.31,West,Card,Average,Other,61.0
806,2023-01-28,2023-01-29,2023-01-31,Grocery,Beverages,,3122,24976,0,1953.18,East,UPI,Excellent,Other,34.0
807,2023-11-16,2023-11-17,2023-11-19,Grocery,Fruits,8.0,1146,9168,5,717.84,East,COD,Excellent,Male,20.0
808,2023-07-08,2023-07-09,2023-07-11,Clothing,Shirt,3.0,2432,7296,0,670.8,South,UPI,Bad,Other,50.0
809,2023-10-04,2023-10-05,2023-10-06,Furniture,Bed,,1594,4782,0,784.68,East,UPI,Bad,Male,52.0
810,2023-09-01,2023-09-02,2023-09-04,Furniture,Bed,9.0,2688,24192,10,2038.12,East,Card,Good,Female,31.0
811,2023-02-24,2023-02-27,2023-03-01,Electronics,Laptop,1.0,4528,4528,5,754.9,East,UPI,Good,Male,22.0
812,2023-03-15,2023-03-16,2023-03-17,Furniture,Sofa,9.0,964,8676,0,1545.02,North,COD,Average,Female,51.0
813,2023-08-13,2023-08-15,2023-08-16,Electronics,Tablet,3.0,698,2094,0,231.49,West,UPI,Average,Male,24.0
814,2023-04-06,2023-04-10,2023-04-11,Grocery,Fruits,6.0,1824,10944,10,1333.86,East,UPI,Poor,Male,45.0
815,2023-05-01,2023-05-02,2023-05-04,Electronics,Tablet,4.0,4327,17308,5,3218.27,South,Card,Bad,Male,21.0
816,2023-06-22,2023-06-25,2023-06-27,Clothing,Jeans,1.0,388,388,15,57.89,East,Card,Bad,Female,48.0
817,2023-08-06,2023-08-07,2023-08-09,Grocery,Beverages,,2988,2988,10,265.4,East,Card,Poor,Other,51.0
818,2023-04-22,2023-04-25,2023-04-26,Electronics,Mobile,8.0,3628,29024,0,3312.39,East,UPI,Average,Male,49.0
819,2023-10-25,2023-10-26,2023-10-27,Grocery,Vegetables,5.0,4362,21810,15,1902.91,North,UPI,Good,Female,36.0
820,2023-03-30,2023-04-01,2023-04-03,Furniture,Bed,9.0,1856,16704,5,1885.93,South,COD,Average,Female,43.0
821,2023-05-01,2023-05-02,2023-05-03,Grocery,Vegetables,,1076,8608,10,683.96,North,Card,Bad,Female,52.0
822,2023-09-25,2023-09-28,2023-09-30,Electronics,Tablet,7.0,3972,27804,10,3129.1,West,UPI,Excellent,Female,51.0
823,2023-03-21,2023-03-25,2023-03-27,Clothing,Jacket,4.0,1307,5228,5,774.83,South,COD,Excellent,Male,60.0
824,,2023-10-06,2023-10-07,Grocery,Fruits,4.0,196,784,15,70.42,North,COD,Good,Male,62.0
825,2023-01-06,2023-01-07,2023-01-08,,Vegetables,2.0,1246,2492,0,152.33,North,COD,,Male,35.0
826,2023-01-25,2023-01-27,2023-01-28,Electronics,Camera,6.0,3616,21696,15,954.67,East,COD,Bad,Female,48.0
827,2023-12-02,2023-12-05,2023-12-07,Electronics,Camera,2.0,1052,2104,10,148.05,North,COD,Average,Male,42.0
828,2023-03-17,2023-03-18,2023-03-19,Grocery,Beverages,6.0,4083,24498,15,3035.65,West,COD,Good,Male,25.0
829,2023-02-19,2023-02-23,2023-02-25,Grocery,Snacks,9.0,1862,16758,0,2128.52,North,UPI,Bad,Female,46.0
830,,2023-02-18,2023-02-19,Clothing,Kurta,4.0,3344,13376,0,1726.81,South,COD,Bad,Male,
831,2023-05-08,2023-05-09,2023-05-10,Clothing,Jeans,9.0,3955,35595,0,4119.94,South,UPI,,Male,26.0
832,,2023-06-21,2023-06-23,Grocery,Beverages,8.0,3349,26792,0,4918.22,East,UPI,Good,Male,30.0
833,2023-03-10,2023-03-11,2023-03-12,Clothing,Shirt,9.0,353,3177,10,454.42,South,UPI,Good,Other,33.0
834,2023-04-20,2023-04-24,2023-04-25,Electronics,Mobile,5.0,3248,16240,15,1852.54,South,Card,Bad,Other,50.0
835,2023-08-16,2023-08-19,2023-08-20,Electronics,Laptop,1.0,1082,1082,15,175.32,West,COD,Poor,Female,56.0
836,2023-11-26,2023-11-30,2023-12-01,Furniture,Sofa,1.0,4681,4681,15,698.99,East,COD,Average,Other,32.0
837,2023-03-25,2023-03-26,2023-03-27,Electronics,Laptop,3.0,1488,4464,5,783.0,North,UPI,Average,Other,31.0
838,2023-07-30,2023-08-02,2023-08-03,Grocery,Vegetables,142.0,2486,17402,10,798.42,North,UPI,Poor,Female,63.0
839,2023-12-31,2024-01-01,2024-01-02,Furniture,Table,5.0,3450,17250,10,2395.33,East,Card,Excellent,Other,18.0
840,2023-02-07,2023-02-11,2023-02-12,Grocery,Vegetables,6.0,4051,24306,0,4599.92,East,UPI,Average,Other,
841,2023-04-05,2023-04-07,2023-04-08,Furniture,Bed,8.0,1260,10080,5,969.43,North,Card,Average,Other,45.0
842,2023-08-11,2023-08-15,2023-08-16,Grocery,Beverages,8.0,4819,38552,15,2444.25,West,Card,Good,Female,42.0
843,2023-03-17,2023-03-18,2023-03-20,Grocery,Vegetables,2.0,909,1818,0,125.98,North,COD,Excellent,Female,
844,2023-12-04,2023-12-08,2023-12-10,Furniture,Chair,6.0,2492,14952,0,2099.27,East,UPI,Average,Male,24.0
845,2023-11-14,2023-11-16,2023-11-17,Electronics,Mobile,6.0,3612,21672,0,3421.0,South,UPI,Poor,Male,52.0
846,2023-07-17,2023-07-21,2023-07-23,,Jeans,3.0,784,2352,0,446.64,North,COD,Average,Female,39.0
847,2023-02-02,2023-02-06,2023-02-08,Electronics,Laptop,5.0,868,4340,10,516.92,East,COD,Excellent,Male,52.0
848,2023-05-24,2023-05-27,2023-05-29,Grocery,Beverages,6.0,3535,21210,10,1708.87,North,UPI,Bad,Male,64.0
849,,2023-02-16,2023-02-17,,Snacks,5.0,1983,9915,15,1501.7,South,UPI,Good,Other,35.0
850,2023-12-19,2023-12-22,2023-12-23,,Laptop,8.0,4226,33808,0,4665.4,East,COD,Bad,Male,51.0
851,2023-09-24,2023-09-25,2023-09-27,Clothing,Kurta,6.0,2118,12708,5,2287.0,North,UPI,Excellent,Female,48.0
852,2023-08-17,2023-08-19,2023-08-21,Grocery,Beverages,6.0,4898,29388,10,3130.24,West,UPI,,Female,52.0
853,2023-09-13,2023-09-16,2023-09-18,Furniture,Chair,3.0,997,2991,15,440.11,West,Card,Poor,Male,47.0
854,,2023-06-16,2023-06-18,Furniture,Chair,7.0,3231,22617,15,2438.53,West,COD,Poor,Male,60.0
855,2023-10-15,2023-10-19,2023-10-21,Clothing,Kurta,8.0,527,4216,0,410.88,South,Card,,Other,26.0
856,2023-01-03,2023-01-04,2023-01-06,Clothing,Jeans,8.0,2638,21104,10,3628.29,East,Card,Poor,Female,39.0
857,2023-01-17,2023-01-21,2023-01-23,,Snacks,4.0,3049,12196,5,1876.97,East,COD,Poor,Female,52.0
858,2023-02-04,2023-02-08,2023-02-09,Grocery,Fruits,2.0,4954,9908,10,1036.45,North,Card,Good,Other,38.0
859,2023-11-29,2023-12-02,2023-12-04,Grocery,Fruits,1.0,406,406,10,33.02,North,COD,Poor,Male,40.0
860,2023-09-14,2023-09-17,2023-09-18,Grocery,Fruits,8.0,3209,25672,10,3018.04,North,UPI,Poor,Female,40.0
861,2023-02-20,2023-02-21,2023-02-23,Electronics,Camera,4.0,1604,6416,10,905.49,East,UPI,Bad,Other,64.0
862,2023-03-20,2023-03-22,2023-03-23,Grocery,Snacks,,1594,6376,0,1253.61,East,COD,Poor,Male,23.0
863,2023-04-15,2023-04-16,2023-04-17,Clothing,Jacket,8.0,2298,18384,15,2283.81,North,UPI,Excellent,Male,47.0
864,2023-05-27,2023-05-30,2023-06-01,Grocery,Beverages,7.0,1526,10682,0,1088.06,East,COD,Average,Female,33.0
865,2023-07-18,2023-07-22,2023-07-23,Furniture,Sofa,7.0,577,4039,10,202.8,West,COD,,Male,61.0
866,2023-04-25,2023-04-26,2023-04-28,Electronics,Camera,3.0,1789,5367,0,1059.43,East,COD,Bad,Other,
867,2023-03-18,2023-03-21,2023-03-23,Electronics,Laptop,9.0,1964,17676,0,932.51,East,UPI,Poor,Other,44.0
868,,2023-12-18,2023-12-19,Clothing,Jacket,4.0,4515,18060,5,1689.29,South,UPI,Good,Female,39.0
869,2023-12-02,2023-12-05,2023-12-07,Electronics,Tablet,2.0,3861,7722,0,1499.36,East,UPI,Bad,Male,47.0
870,2023-10-31,2023-11-04,2023-11-05,Furniture,Table,1.0,4187,4187,0,463.49,South,COD,Average,Female,31.0
871,2023-07-19,2023-07-21,2023-07-23,Grocery,Snacks,4.0,2822,11288,15,1454.2,East,Card,Bad,Male,59.0
872,2023-12-27,2023-12-31,2024-01-01,Furniture,Sofa,3.0,4611,13833,15,1627.0,South,Card,Poor,Male,25.0
873,2023-01-21,2023-01-23,2023-01-24,Clothing,Jeans,2.0,2390,4780,5,767.81,South,COD,Bad,Other,29.0
874,2023-02-02,2023-02-04,2023-02-05,Clothing,Shirt,1.0,861,861,5,149.83,East,COD,Average,Male,25.0
875,2023-02-01,2023-02-04,2023-02-06,Grocery,Fruits,6.0,860,5160,10,354.57,East,UPI,Excellent,Male,23.0
876,2023-11-20,2023-11-24,2023-11-26,Grocery,Vegetables,5.0,4281,21405,15,3256.97,South,COD,Average,Male,54.0
877,2023-05-25,2023-05-29,2023-05-31,Grocery,Snacks,2.0,3614,7228,10,650.55,East,Card,Average,Female,50.0
878,2023-12-01,2023-12-03,2023-12-04,Furniture,Table,,4153,29071,5,3905.92,South,UPI,Good,Other,34.0
879,2023-02-17,2023-02-20,2023-02-21,Grocery,Snacks,2.0,4487,8974,0,1368.18,East,COD,Bad,Female,39.0
880,2023-12-10,2023-12-11,2023-12-12,Electronics,Tablet,4.0,1344,5376,5,358.39,West,Card,Poor,Female,
881,2023-04-25,2023-04-26,2023-04-28,Grocery,Fruits,9.0,3755,33795,10,5175.98,West,Card,Bad,Male,31.0
882,2023-10-05,2023-10-09,2023-10-10,Furniture,Bed,6.0,4622,27732,5,3938.75,South,COD,,Other,33.0
883,2023-02-08,2023-02-09,2023-02-11,Furniture,Chair,2.0,3578,7156,0,1086.81,North,COD,Poor,Other,
884,2023-09-15,2023-09-17,2023-09-18,Electronics,Laptop,4.0,3478,13912,5,2203.91,South,UPI,Excellent,Female,22.0
885,2023-07-27,2023-07-29,2023-07-30,Clothing,Jacket,9.0,4288,38592,5,4055.68,South,UPI,Average,Female,23.0
886,2023-07-06,2023-07-09,2023-07-10,Furniture,Chair,5.0,4649,23245,10,2004.5,North,COD,Average,Female,21.0
887,2023-02-03,2023-02-07,2023-02-09,Grocery,Fruits,8.0,4886,39088,15,4150.85,East,Card,Average,Male,36.0
888,2023-12-17,2023-12-20,2023-12-22,,Chair,1.0,1345,1345,10,64.07,East,UPI,Average,Male,21.0
889,2023-05-14,2023-05-15,2023-05-17,Grocery,Beverages,,922,7376,10,967.31,North,COD,Average,Male,41.0
890,2023-04-03,2023-04-04,2023-04-06,Electronics,Camera,7.0,3875,27125,0,1363.62,West,UPI,Good,Male,27.0
891,2023-08-06,2023-08-07,2023-08-09,Clothing,Jacket,6.0,1429,8574,0,583.35,West,UPI,Poor,Other,49.0
892,2023-08-17,2023-08-19,2023-08-21,Furniture,Sofa,3.0,2165,6495,0,692.29,North,UPI,Good,Female,
893,2023-09-09,2023-09-13,2023-09-14,Furniture,Bed,4.0,2922,11688,15,1877.5,West,Card,Average,Female,64.0
894,2023-09-28,2023-09-29,2023-10-01,,Snacks,6.0,645,3870,10,304.35,East,UPI,Bad,Other,32.0
895,2023-05-01,2023-05-02,2023-05-03,Furniture,Sofa,6.0,818,4908,15,491.36,West,Card,Poor,Other,
896,2023-07-03,2023-07-07,2023-07-09,,Bed,,1350,8100,0,803.6,North,Card,Poor,Other,54.0
897,2023-08-10,2023-08-12,2023-08-14,Electronics,Laptop,3.0,902,2706,15,387.86,West,UPI,Bad,Male,57.0
898,2023-06-08,2023-06-11,2023-06-13,Clothing,Shirt,8.0,1251,10008,0,628.9,West,COD,Excellent,Other,27.0
899,2023-07-01,2023-07-03,2023-07-05,Clothing,Jacket,4.0,3528,14112,15,2067.37,East,COD,Poor,Female,46.0
900,2023-08-25,2023-08-26,2023-08-28,Electronics,Tablet,3.0,1307,3921,10,251.14,North,UPI,Average,Other,23.0
901,2023-04-02,2023-04-06,2023-04-07,Furniture,Sofa,5.0,3629,18145,15,2374.89,North,UPI,Excellent,Female,52.0
902,2023-05-17,2023-05-19,2023-05-21,Electronics,Tablet,6.0,3980,23880,0,4017.6,South,COD,Poor,Male,
903,2023-07-14,2023-07-17,2023-07-19,Furniture,Table,3.0,1910,5730,15,549.23,East,Card,Bad,Male,35.0
904,2023-02-27,2023-03-03,2023-03-04,Clothing,Jeans,7.0,4070,28490,10,1584.6,East,COD,Good,Female,41.0
905,2023-12-02,2023-12-06,2023-12-08,Grocery,Snacks,5.0,1217,6085,0,1057.55,North,COD,Poor,Female,62.0
906,2023-12-07,2023-12-08,2023-12-10,Furniture,Table,4.0,683,2732,15,285.53,East,UPI,Average,Other,43.0
907,2023-04-18,2023-04-19,2023-04-21,,Laptop,6.0,207,1242,15,126.87,West,COD,Excellent,Male,27.0
908,2023-06-06,2023-06-08,2023-06-09,Grocery,Snacks,6.0,3062,18372,10,3039.48,North,UPI,Good,Female,54.0
909,2023-12-03,2023-12-05,2023-12-06,Electronics,Tablet,2.0,447,894,5,165.77,South,COD,Good,Male,48.0
910,2023-02-11,2023-02-14,2023-02-15,Furniture,Chair,2.0,4294,8588,5,882.92,West,COD,Average,Female,30.0
911,2023-01-22,2023-01-26,2023-01-28,Electronics,Tablet,3.0,2836,8508,5,1085.95,West,UPI,Good,Other,63.0
912,2023-09-22,2023-09-26,2023-09-27,Clothing,Shirt,6.0,379,2274,10,331.42,West,Card,Average,Male,41.0
913,2023-01-14,2023-01-17,2023-01-18,Grocery,Fruits,5.0,2522,12610,0,2231.25,West,Card,Poor,Male,35.0
914,2023-10-30,2023-11-02,2023-11-03,Clothing,Jacket,6.0,3556,21336,15,3574.48,East,Card,Excellent,Other,25.0
915,2023-05-22,2023-05-26,2023-05-28,Grocery,Fruits,9.0,2278,20502,15,2366.1,South,COD,Average,Female,53.0
916,2023-07-24,2023-07-27,2023-07-29,Grocery,Fruits,5.0,688,3440,15,528.44,East,UPI,Good,Female,62.0
917,2023-09-02,2023-09-03,2023-09-04,Clothing,Jacket,4.0,3922,15688,10,1277.91,West,UPI,Bad,Male,61.0
918,2023-05-15,2023-05-18,2023-05-20,Furniture,Chair,,1777,14216,0,2386.16,North,COD,,Other,30.0
919,2023-03-29,2023-03-30,2023-04-01,Electronics,Tablet,8.0,3698,29584,0,2357.07,West,UPI,Poor,Other,57.0
920,2023-11-05,2023-11-08,2023-11-09,Electronics,Mobile,,3953,27671,10,4806.4,East,COD,Average,Female,50.0
921,2023-12-19,2023-12-21,2023-12-22,,Beverages,4.0,3776,15104,5,900.82,East,COD,Poor,Female,62.0
922,,2023-12-17,2023-12-18,Electronics,Tablet,9.0,123,1107,10,97.11,East,UPI,Good,Female,29.0
923,2023-06-04,2023-06-05,2023-06-07,Grocery,Vegetables,8.0,3595,28760,0,5487.03,South,UPI,Good,Other,18.0
924,2023-09-03,2023-09-04,2023-09-05,Electronics,Camera,3.0,1218,3654,5,656.24,East,Card,Poor,Male,39.0
925,,2023-11-25,2023-11-26,Grocery,Snacks,1.0,440,440,10,58.51,North,UPI,Good,Male,35.0
926,2023-04-29,2023-04-30,2023-05-01,Clothing,Jacket,5.0,4656,23280,10,2584.85,South,COD,Bad,Female,25.0
